0 -nan
0.015625 -nan
0.03125 -nan
0.046875 -nan
0.0625 -nan
0.078125 -nan
0.09375 -nan
0.109375 -nan
0.125 -nan
0.140625 -nan
0.15625 -nan
0.171875 -nan
0.1875 -nan
0.203125 -nan
0.21875 -nan
0.234375 -nan
0.25 -nan
0.265625 -nan
0.28125 -nan
0.296875 -nan
0.3125 -nan
0.328125 -nan
0.34375 -nan
0.359375 -nan
0.375 -nan
0.390625 -nan
0.40625 -nan
0.421875 -nan
0.4375 -nan
0.453125 -nan
0.46875 -nan
0.484375 -nan
0.5 -nan
0.515625 -nan
0.53125 -nan
0.546875 -nan
0.5625 -nan
0.578125 -nan
0.59375 -nan
0.609375 -nan
0.625 -nan
0.640625 -nan
0.65625 -nan
0.671875 -nan
0.6875 -nan
0.703125 -nan
0.71875 -nan
0.734375 -nan
0.75 -nan
0.765625 -nan
0.78125 -nan
0.796875 -nan
0.8125 -nan
0.828125 -nan
0.84375 -nan
0.859375 -nan
0.875 -nan
0.890625 -nan
0.90625 -nan
0.921875 -nan
0.9375 -nan
0.953125 -nan
0.96875 -nan
0.984375 -nan
1 -nan
