 -0.20000000   0.00000000
 -0.19296482   0.00000000
 -0.18592965   0.00000000
 -0.17889447   0.00000000
 -0.17185930   0.00000000
 -0.16482412   0.00000000
 -0.15778894   0.00000000
 -0.15075377   0.00000000
 -0.14371859   0.00000000
 -0.13668342   0.00000000
 -0.12964824   0.00000000
 -0.12261307   0.00000000
 -0.11557789   0.00000000
 -0.10854271   0.00000000
 -0.10150754   0.00000000
 -0.09447236   0.00000000
 -0.08743719   0.00000000
 -0.08040201   0.00000000
 -0.07336683   0.00000000
 -0.06633166   0.00000000
 -0.05929648   0.00000000
 -0.05226131   0.00000000
 -0.04522613   0.00000000
 -0.03819095   0.00000000
 -0.03115578   0.00000000
 -0.02412060   0.00000000
 -0.01708543   0.00000000
 -0.01005025   0.00000000
 -0.00301508   0.00000000
  0.00402010   1.00000000
  0.01105528   1.00000000
  0.01809045   1.00000000
  0.02512563   1.00000000
  0.03216080   1.00000000
  0.03919598   1.00000000
  0.04623116   1.00000000
  0.05326633   1.00000000
  0.06030151   1.00000000
  0.06733668   1.00000000
  0.07437186   1.00000000
  0.08140704   1.00000000
  0.08844221   1.00000000
  0.09547739   1.00000000
  0.10251256   1.00000000
  0.10954774   1.00000000
  0.11658291   1.00000000
  0.12361809   1.00000000
  0.13065327   1.00000000
  0.13768844   1.00000000
  0.14472362   1.00000000
  0.15175879   1.00000000
  0.15879397   1.00000000
  0.16582915   1.00000000
  0.17286432   1.00000000
  0.17989950   1.00000000
  0.18693467   1.00000000
  0.19396985   1.00000000
  0.20100503   1.00000000
  0.20804020   1.00000000
  0.21507538   1.00000000
  0.22211055   1.00000000
  0.22914573   1.00000000
  0.23618090   1.00000000
  0.24321608   1.00000000
  0.25025126   1.00000000
  0.25728643   1.00000000
  0.26432161   1.00000000
  0.27135678   1.00000000
  0.27839196   1.00000000
  0.28542714   1.00000000
  0.29246231   1.00000000
  0.29949749   1.00000000
  0.30653266   1.00000000
  0.31356784   1.00000000
  0.32060302   1.00000000
  0.32763819   1.00000000
  0.33467337   1.00000000
  0.34170854   1.00000000
  0.34874372   1.00000000
  0.35577889   1.00000000
  0.36281407   1.00000000
  0.36984925   1.00000000
  0.37688442   1.00000000
  0.38391960   1.00000000
  0.39095477   1.00000000
  0.39798995   1.00000000
  0.40502513   1.00000000
  0.41206030   1.00000000
  0.41909548   1.00000000
  0.42613065   1.00000000
  0.43316583   1.00000000
  0.44020101   1.00000000
  0.44723618   1.00000000
  0.45427136   1.00000000
  0.46130653   1.00000000
  0.46834171   1.00000000
  0.47537688   1.00000000
  0.48241206   1.00000000
  0.48944724   1.00000000
  0.49648241   1.00000000
  0.50351759  -1.00000000
  0.51055276  -1.00000000
  0.51758794  -1.00000000
  0.52462312  -1.00000000
  0.53165829  -1.00000000
  0.53869347  -1.00000000
  0.54572864  -1.00000000
  0.55276382  -1.00000000
  0.55979899  -1.00000000
  0.56683417  -1.00000000
  0.57386935  -1.00000000
  0.58090452  -1.00000000
  0.58793970  -1.00000000
  0.59497487  -1.00000000
  0.60201005  -1.00000000
  0.60904523  -1.00000000
  0.61608040  -1.00000000
  0.62311558  -1.00000000
  0.63015075  -1.00000000
  0.63718593  -1.00000000
  0.64422111  -1.00000000
  0.65125628  -1.00000000
  0.65829146  -1.00000000
  0.66532663  -1.00000000
  0.67236181  -1.00000000
  0.67939698  -1.00000000
  0.68643216  -1.00000000
  0.69346734  -1.00000000
  0.70050251  -1.00000000
  0.70753769  -1.00000000
  0.71457286  -1.00000000
  0.72160804  -1.00000000
  0.72864322  -1.00000000
  0.73567839  -1.00000000
  0.74271357  -1.00000000
  0.74974874  -1.00000000
  0.75678392  -1.00000000
  0.76381910  -1.00000000
  0.77085427  -1.00000000
  0.77788945  -1.00000000
  0.78492462  -1.00000000
  0.79195980  -1.00000000
  0.79899497  -1.00000000
  0.80603015  -1.00000000
  0.81306533  -1.00000000
  0.82010050  -1.00000000
  0.82713568  -1.00000000
  0.83417085  -1.00000000
  0.84120603  -1.00000000
  0.84824121  -1.00000000
  0.85527638  -1.00000000
  0.86231156  -1.00000000
  0.86934673  -1.00000000
  0.87638191  -1.00000000
  0.88341709  -1.00000000
  0.89045226  -1.00000000
  0.89748744  -1.00000000
  0.90452261  -1.00000000
  0.91155779  -1.00000000
  0.91859296  -1.00000000
  0.92562814  -1.00000000
  0.93266332  -1.00000000
  0.93969849  -1.00000000
  0.94673367  -1.00000000
  0.95376884  -1.00000000
  0.96080402  -1.00000000
  0.96783920  -1.00000000
  0.97487437  -1.00000000
  0.98190955  -1.00000000
  0.98894472  -1.00000000
  0.99597990  -1.00000000
  1.00301508   0.00000000
  1.01005025   0.00000000
  1.01708543   0.00000000
  1.02412060   0.00000000
  1.03115578   0.00000000
  1.03819095   0.00000000
  1.04522613   0.00000000
  1.05226131   0.00000000
  1.05929648   0.00000000
  1.06633166   0.00000000
  1.07336683   0.00000000
  1.08040201   0.00000000
  1.08743719   0.00000000
  1.09447236   0.00000000
  1.10150754   0.00000000
  1.10854271   0.00000000
  1.11557789   0.00000000
  1.12261307   0.00000000
  1.12964824   0.00000000
  1.13668342   0.00000000
  1.14371859   0.00000000
  1.15075377   0.00000000
  1.15778894   0.00000000
  1.16482412   0.00000000
  1.17185930   0.00000000
  1.17889447   0.00000000
  1.18592965   0.00000000
  1.19296482   0.00000000
  1.20000000   0.00000000
